coeff1_g,coeff2_g,coeff3_g,residuo_g,maxflux_g,coeff1_r,coeff2_r,coeff3_r,residuo_r,maxflux_r,key,y_true
0.5994426803703427,0.1819424272884439,-0.0778166377504518,1.6980750731549898,455.2829191073738,0.6160262078418286,0.3085156185522288,-0.0524816618923112,2.8962967672095385,2386.3211796640603,1177543,True
1.0457883386039537,-0.1004240205218288,-0.0335710033904677,4.447806338770613,2511.173095703125,1.253448278138961,-0.137628997478031,0.0774813649304202,2.2848421084607944,3576.01806640625,15997766,False
0.3695844603514963,0.0937300757313577,0.0550318534009211,1.749273524123338,412.4715576171875,0.4522968583746243,0.2455383306059712,-0.1270569886625117,1.790894440098053,507.96685791015625,54190180,True
1.0693137061660245,0.0590751655083946,0.1120872689730069,1.2459631834945488,735.2174682617188,1.2605729411855118,-0.0541176032240978,0.1709704492121987,1.7038079046418355,687.767333984375,67154802,False
0.3553709740989739,0.0848237759215423,0.0396204005503375,2.4023292614590863,585.255126953125,0.4047766043516388,0.2029996731050488,-0.1197108830177607,2.4357821026996134,729.3574829101562,75368242,True
0.9426277384034348,-0.031987578926816,0.2191287381799105,0.9996247186309534,472.8540954589844,1.616676371152427,-0.4130290909725621,0.158795581045663,0.8857703892813797,292.3162841796875,82078950,False
0.2316793885419873,0.0487666190914698,-0.0092687323604902,3.7663277904764336,991.7003173828124,0.4074816051110672,0.0817791934322466,-0.0086113217654498,4.334442817055966,1280.00830078125,85100266,True
1.6297281143526987,-0.7739280025024472,0.3394381706825525,2.5074104533501744,288.5512390136719,1.3721740494199604,-0.3748070927566749,-0.0462548979342571,1.759450909575092,346.0240478515625,86101112,False
0.5534950773979196,0.2901897256938284,-0.1693387697549334,1.328608633561823,378.1112365722656,0.5398013099546013,0.2207146223114599,-0.2197087974880822,2.86931826003834,1429.3294677734375,93518198,True
1.1065773615243577,-0.1856747883650171,0.10725959904325,1.2845970955988997,528.250732421875,0.8567752253949013,-0.0065511695758055,-0.0085592033136113,1.031308745835925,467.0236511230469,136214883,False
